name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,T,measured,calculated,difference,references
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1120,8.91,8.77,-0.14,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1130,8.67,8.54,-0.13,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,917,10.55,10.67,0.12,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,928,10.44,10.35,-0.09,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,937,10.07,10.1,0.03,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,935,9.97,10.16,0.19,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,954,9.54,9.64,0.1,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,976,9,9.08,0.08,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,985,8.74,8.87,0.13,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,996,8.54,8.61,0.07,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,1013,8.13,8.23,0.1,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,908,11.03,10.93,-0.1,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,918,10.65,10.64,-0.01,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,938,10.07,10.07,0,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,948,9.81,9.8,-0.01,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,948,9.78,9.8,0.02,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,957,9.57,9.56,-0.01,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,977,9.04,9.06,0.02,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.06,987,8.77,8.82,0.05,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,840,10.8,10.57,-0.23,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,849,10.52,10.36,-0.16,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,851,10.43,10.32,-0.11,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,859,10.2,10.13,-0.07,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,870,9.85,9.88,0.03,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,879,9.57,9.68,0.11,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,889,9.32,9.45,0.13,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,844,10.8,10.48,-0.32,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,853,10.51,10.27,-0.24,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,863,10.17,10.04,-0.13,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,864,10.15,10.02,-0.13,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,873,9.86,9.81,-0.05,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,883,9.56,9.59,0.03,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,1.96,893,9.27,9.36,0.09,26
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1006,10.73,11.24,0.51,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1013,10.52,10.3,-0.22,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1013,10.43,10.3,-0.13,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1017,10.25,9.89,-0.36,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1018,10.13,9.8,-0.33,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1866.94,-0.97,-1.01,-0.04,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1857.1,-0.94,-0.95,-0.01,27
Pr,45.83,0.18,4.87,8.63,0,31.63,6.37,0.32,0,0,0,1847.25,-0.9,-0.89,0.01,27
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1873.15,-0.06,-0.93,-0.86,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1823.15,0.08,-0.56,-0.64,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1773.15,0.23,-0.18,-0.4,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1723.15,0.39,0.23,-0.16,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1673.15,0.55,0.66,0.11,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1623.15,0.73,1.11,0.38,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1573.15,0.94,1.6,0.66,28
Bl5,49.61,4.27,11.01,14.73,0,4.46,10.04,2.81,0.47,2.51,0.02,1523.15,1.17,2.12,0.94,28
Bl6,50.66,3.95,11.35,13.9,0,3.94,9.6,2.98,0.51,2.4,0.02,1867.15,-0.05,-0.69,-0.63,28
Bl6,50.66,3.95,11.35,13.9,0,3.94,9.6,2.98,0.51,2.4,0.02,1818.15,0.09,-0.33,-0.42,28
Bl6,50.66,3.95,11.35,13.9,0,3.94,9.6,2.98,0.51,2.4,0.02,1769.15,0.24,0.04,-0.2,28
Bl6,50.66,3.95,11.35,13.9,0,3.94,9.6,2.98,0.51,2.4,0.02,1719.15,0.4,0.44,0.04,28
Bl6,50.66,3.95,11.35,13.9,0,3.94,9.6,2.98,0.51,2.4,0.02,1670.15,0.57,0.85,0.28,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1873.15,-0.05,-0.89,-0.84,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1823.15,0.08,-0.52,-0.6,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1773.15,0.22,-0.14,-0.35,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1723.15,0.37,0.27,-0.1,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1673.15,0.53,0.7,0.17,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1623.15,0.72,1.16,0.44,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1573.15,0.92,1.64,0.73,28
Bl8,50.84,4.26,11.38,15.05,0,4.42,10.18,3.01,0.55,0.04,0.02,1523.15,1.16,2.16,1.01,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1867.15,-0.02,-0.73,-0.71,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1818.15,0.11,-0.37,-0.49,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1769.15,0.26,0,-0.26,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1719.15,0.42,0.41,-0.02,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1670.15,0.59,0.83,0.24,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1621.15,0.77,1.27,0.51,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1572.15,0.98,1.75,0.77,28
Bl9,50.87,4.05,11.36,14.2,0,4.23,9.62,3.06,0.52,0.09,0.02,1522.15,1.22,2.26,1.05,28
A5,59.46,0.73,17.9,5.18,0.13,3.71,6.45,4.23,1.47,0,0,1623.15,2.22,2.62,0.4,29
A5,59.46,0.73,17.9,5.18,0.13,3.71,6.45,4.23,1.47,0,0,1523.15,2.74,3.44,0.7,29
Bl7,50.01,2.6,12.56,10.79,0.33,9.39,10.88,2.33,0.48,0,0.02,1773.15,0.09,-0.04,-0.13,29
Bl7,50.01,2.6,12.56,10.79,0.33,9.39,10.88,2.33,0.48,0,0.02,1673.15,0.35,0.74,0.39,29
Bl7,50.01,2.6,12.56,10.79,0.33,9.39,10.88,2.33,0.48,0,0.02,1523.15,1.03,2.11,1.08,29
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1571.15,3.22,3.43,0.21,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1620.15,2.91,3.05,0.14,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1670.15,2.61,2.69,0.08,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1719.15,2.35,2.35,0,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1768.15,2.11,2.04,-0.07,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1817.15,1.87,1.74,-0.13,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1867.15,1.66,1.45,-0.21,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1009.05,10.6,10.99,0.39,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1023.45,10.25,10.65,0.4,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1037.65,10,10.33,0.33,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1057.05,9.53,9.91,0.38,30
D1,65.28,0.59,17.05,4.02,0.08,1.82,4.7,4.34,1.29,0.13,0.02,1075.85,9.25,9.53,0.28,30
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,2.1,1273.15,3.85,4.19,0.34,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,2.1,1373.15,3.32,3.43,0.11,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,2.1,1473.15,2.73,2.75,0.02,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.2,1173.15,3.69,3.57,-0.12,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.2,1273.15,3.05,2.89,-0.16,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.2,1373.15,2.51,2.32,-0.19,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.2,1473.15,2.03,1.84,-0.19,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.6,1173.15,3.6,3.47,-0.13,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.6,1273.15,2.97,2.81,-0.16,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.6,1373.15,2.42,2.27,-0.15,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,5.6,1473.15,1.85,1.81,-0.04,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,8.8,1173.15,3,3.04,0.04,31
R33,73.12,0.19,13.56,3.19,0,0.18,1.68,3.86,4.2,0,8.8,1473.15,1.47,1.81,0.34,31
A6,62.15,0.76,16.8,4.96,0.25,3.26,5.08,5.02,1.72,0,0,1623.15,2.6,2.77,0.17,32
A6,62.15,0.76,16.8,4.96,0.25,3.26,5.08,5.02,1.72,0,0,1623.15,2.52,2.77,0.25,32
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,2.1,880.45,8.97,8.99,0.02,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,2.1,835.95,9.79,9.8,0.01,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,2.1,795.95,10.85,10.65,-0.2,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,2.1,794.95,10.99,10.67,-0.32,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,0.89,951.35,9.62,9.84,0.22,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,0.89,976.15,9.15,9.52,0.37,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,0.89,938.35,10.3,10.02,-0.28,33
H4,73.6,0,15.6,0,0,0,2.1,4.4,3.8,0,0.89,916.75,10.81,10.34,-0.47,33
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1228.15,3,3.21,0.22,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1086.15,3.86,4.19,0.33,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,3.98,1373.15,3.1,3.02,-0.08,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,3.98,1274.15,3.78,3.67,-0.11,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,3.98,1180.15,4.45,4.35,-0.1,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1133.15,3.58,3.84,0.27,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1183.15,3.24,3.5,0.26,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1128.15,3.54,3.88,0.34,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1073.15,3.94,4.29,0.35,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1138.15,3.54,3.81,0.27,34
R34,73.89,0.06,15.77,0.75,0,0.14,0.58,4.62,4.19,0,6.66,1133.15,3.52,3.84,0.33,34
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,2.9,622.35,10.05,10.14,0.09,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,2.9,661.45,8.69,9.15,0.46,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,2.9,599.65,10.94,10.8,-0.14,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,2.9,643.75,9.08,9.58,0.5,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.81,653.65,10.82,10.73,-0.09,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.81,698.45,9.44,9.64,0.2,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.81,685.15,9.68,9.94,0.26,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,6.97,493.45,10.68,10.93,0.25,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,6.97,517.45,9.1,9.99,0.89,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,6.97,524.95,8.7,9.72,1.02,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.92,744.75,10.03,10.14,0.11,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.92,716.85,10.94,10.74,-0.2,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.29,745.35,9.28,9.44,0.16,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.29,707.25,10.38,10.26,-0.12,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,1.29,686.55,10.62,10.74,0.12,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.63,776.45,10.17,10.17,0,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.63,756.35,10.96,10.57,-0.39,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.63,804.45,9.31,9.66,0.35,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.77,774.05,9.48,9.88,0.4,35
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.77,744.15,10.8,10.48,-0.32,35
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1032.25,10.91,11.87,0.96,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1053.45,10.34,11.3,0.96,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1075.95,9.64,10.75,1.11,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1473.15,4.49,4.88,0.39,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1522.15,4.15,4.43,0.28,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1571.15,3.83,4.01,0.18,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1621.15,3.52,3.62,0.1,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1670.15,3.26,3.26,0,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1719.15,3,2.92,-0.08,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1768.15,2.77,2.61,-0.16,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1817.15,2.55,2.31,-0.24,36
H6,74.1,0,12.2,0,0,0,5.2,4.4,4,0,0.02,1867.15,2.33,2.03,-0.3,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1078.75,11,11.45,0.45,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1096.85,10.66,10.85,0.19,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1113.55,10.14,10.35,0.21,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1130.05,9.71,9.9,0.19,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1522.35,4.41,4.31,-0.1,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1571.55,4.06,3.91,-0.15,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1620.75,3.72,3.53,-0.19,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1669.95,3.4,3.18,-0.22,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1719.15,3.12,2.85,-0.27,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1768.35,2.86,2.54,-0.32,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1817.55,2.61,2.25,-0.36,36
H9,75.6,0,12,0,0,4.9,0,4.5,4,0,0.02,1866.75,2.35,1.97,-0.38,36
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,0,1176.05,11.3,11.09,-0.21,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,0,1198.05,11.08,10.74,-0.34,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,0,1217.15,10.48,10.44,-0.04,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,0,1234.35,10.14,10.19,0.05,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,0,1257.35,10.07,9.86,-0.21,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,1.07,869.35,11,10.75,-0.25,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,1.07,908.75,10.55,10.12,-0.43,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,2.18,815.05,10.64,10.14,-0.5,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,2.54,767.25,10.58,10.78,0.2,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,2.54,794.55,10.19,10.16,-0.03,37
H11,77.2,0,13.9,0,0,0,0,4.5,4.3,0,2.54,747.05,11.2,11.27,0.07,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,0,1252.85,10.12,9.96,-0.16,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,0,1233.85,10.35,10.23,-0.12,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,0,1216.05,10.7,10.49,-0.21,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,0,1267.85,9.85,9.76,-0.09,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,0,1212.95,10.58,10.53,-0.05,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,1.17,891.55,10.52,10.22,-0.3,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,1.17,869.75,10.85,10.6,-0.25,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,1.17,856.55,11.12,10.84,-0.28,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.03,819.45,10.42,10.29,-0.13,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.03,832.85,9.84,10.02,0.18,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.03,801.35,10.7,10.68,-0.02,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.03,792.65,10.8,10.88,0.08,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.77,764.75,10.14,10.66,0.52,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.77,755.55,10.6,10.88,0.28,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.77,792.85,9.91,10.02,0.11,37
H8,75.4,0,16.1,0,0,0,0,4.7,4.3,0,2.77,747.85,10.75,11.07,0.32,37
H10,76.88,0,11.45,0,0,0,0,3.6,5.6,0,0.02,1277.15,9.15,8.98,-0.17,38
H10,76.88,0,11.45,0,0,0,0,3.6,5.6,0,0.02,1243.45,9.57,9.43,-0.14,38
H10,76.88,0,11.45,0,0,0,0,3.6,5.6,0,0.02,1210.65,9.99,9.89,-0.1,38
H10,76.88,0,11.45,0,0,0,0,3.6,5.6,0,0.02,1155.9,10.85,10.73,-0.12,38
H10,76.88,0,11.45,0,0,0,0,3.6,5.6,0,0.02,1123.15,11.35,11.27,-0.08,38
H12,78.14,0,11.64,0,0,0,0,1.26,9.11,0,0.02,1261.15,9.6,9.41,-0.19,38
H12,78.14,0,11.64,0,0,0,0,1.26,9.11,0,0.02,1243.95,9.86,9.65,-0.21,38
H12,78.14,0,11.64,0,0,0,0,1.26,9.11,0,0.02,1216.05,10.31,10.05,-0.26,38
H12,78.14,0,11.64,0,0,0,0,1.26,9.11,0,0.02,1195.3,10.75,10.36,-0.39,38
H12,78.14,0,11.64,0,0,0,0,1.26,9.11,0,0.02,1123.15,12.12,11.53,-0.59,38
H13,78.21,0,11.69,0,0,0,0,2.41,7.43,0,0.02,1263.5,9.72,9.34,-0.38,38
H13,78.21,0,11.69,0,0,0,0,2.41,7.43,0,0.02,1245,9.92,9.59,-0.33,38
H13,78.21,0,11.69,0,0,0,0,2.41,7.43,0,0.02,1199.4,10.52,10.25,-0.27,38
H13,78.21,0,11.69,0,0,0,0,2.41,7.43,0,0.02,1196.45,10.72,10.3,-0.42,38
H13,78.21,0,11.69,0,0,0,0,2.41,7.43,0,0.02,1123.15,11.8,11.48,-0.32,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1247.75,9.02,9.6,0.58,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1225.25,9.34,9.92,0.58,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1204.75,9.6,10.21,0.61,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1183.75,9.94,10.53,0.59,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1173.15,10.13,10.7,0.57,38
H14,78.28,0,11.92,0,0,0,0,5.91,2.23,0,0.02,1123.15,10.92,11.52,0.6,38
H15,78.6,0,11.99,0,0,0,0,4.57,4.2,0,0.02,1154.85,11.02,11.12,0.1,38
H15,78.6,0,11.99,0,0,0,0,4.57,4.2,0,0.02,1178.15,10.63,10.74,0.11,38
H15,78.6,0,11.99,0,0,0,0,4.57,4.2,0,0.02,1198.85,10.28,10.43,0.15,38
H15,78.6,0,11.99,0,0,0,0,4.57,4.2,0,0.02,1211.95,10.16,10.23,0.07,38
H15,78.6,0,11.99,0,0,0,0,4.57,4.2,0,0.02,1123.15,11.53,11.65,0.12,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1266.8,10.25,9.85,-0.4,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1256.65,10.36,9.99,-0.37,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1235.95,10.56,10.29,-0.27,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1237.53,10.63,10.27,-0.36,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1222.53,10.97,10.49,-0.48,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1224.25,11,10.46,-0.54,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1213.65,11.27,10.62,-0.65,38
H16,81.03,0,9.91,0,0,0,0,1.24,7.39,0,0.02,1123.15,13.08,12.12,-0.96,38
H17,81.74,0,10.03,0,0,0,0,2.47,5.66,0,0.02,1263.65,9.97,9.86,-0.11,38
H17,81.74,0,10.03,0,0,0,0,2.47,5.66,0,0.02,1241.6,10.23,10.17,-0.06,38
H17,81.74,0,10.03,0,0,0,0,2.47,5.66,0,0.02,1217.27,10.59,10.53,-0.06,38
H17,81.74,0,10.03,0,0,0,0,2.47,5.66,0,0.02,1194.05,11,10.89,-0.11,38
H17,81.74,0,10.03,0,0,0,0,2.47,5.66,0,0.02,1123.15,12.16,12.08,-0.08,38
H18,82.22,0,10.17,0,0,0,0,3.66,3.89,0,0.02,1270.8,9.86,9.84,-0.02,38
H18,82.22,0,10.17,0,0,0,0,3.66,3.89,0,0.02,1253.75,10.15,10.08,-0.07,38
H18,82.22,0,10.17,0,0,0,0,3.66,3.89,0,0.02,1226.15,10.44,10.48,0.04,38
H18,82.22,0,10.17,0,0,0,0,3.66,3.89,0,0.02,1196.95,10.95,10.93,-0.02,38
H18,82.22,0,10.17,0,0,0,0,3.66,3.89,0,0.02,1123.15,12.12,12.17,0.05,38
H19,82.31,0,10.16,0,0,0,0,5.89,0.7,0,0.02,1242.53,9.86,10.04,0.18,38
H19,82.31,0,10.16,0,0,0,0,5.89,0.7,0,0.02,1226.77,10.18,10.27,0.09,38
H19,82.31,0,10.16,0,0,0,0,5.89,0.7,0,0.02,1203.27,10.54,10.62,0.08,38
